restaurant_id,DBA,BORO,CUISINE DESCRIPTION,Latitude,Longitude
30075445,MORRIS PARK BAKE SHOP,Bronx,Bakery Products/Desserts,40.84823122,-73.85597189
30191841,D.J. REYNOLDS,Manhattan,Irish,40.76732571,-73.98431042
40356018,RIVIERA CATERERS,Brooklyn,American,40.57989566,-73.98208666
40356483,WILKEN'S FINE FOOD,Brooklyn,Sandwiches,40.62011159,-73.90698949
40357217,WILD ASIA,Bronx,American,40.85053675,-73.88245508
40359480,1 EAST 66TH STREET KITCHEN,Manhattan,American,40.76854691,-73.96958058
40359705,NATHAN'S FAMOUS,Brooklyn,Hotdogs,40.57553687,-73.98165226
40360045,SEUDA FOODS,Brooklyn,Jewish/Kosher,40.60618692,-73.96546645
40361618,SAL'S DELI,Queens,Sandwiches,40.78167384,-73.83941598
40362264,P & S DELI GROCERY,Manhattan,American,40.79262064,-73.96770962
40362274,ANGELIKA FILM CENTER,Manhattan,American,40.72574362,-73.99747811
40362432,HO MEI,Queens,Chinese,40.75330591,-73.86429538
40362869,SHASHEMENE INT'L RESTAURANT,Brooklyn,Caribbean,40.65198322,-73.92457494
40363298,CAFE METRO,Manhattan,American,40.75618542,-73.99056473
40363427,BAGELS N BUNS,Staten Island,Sandwiches,40.61026786,-74.14640121
40363834,CARVEL,Staten Island,Frozen Desserts,40.59855313,-74.07964601
40363920,NEW GOLDEN BILLION,Brooklyn,Chinese,40.66214059,-73.92718021
40364179,MISS MAIME'S SPOONBREAD TOO,Manhattan,Soul Food,40.80137127,-73.96015994
40364220,KOSHER BAGEL HOLE,Brooklyn,Jewish/Kosher,40.62511113,-73.96203434
40364296,HAPPY GARDEN,Bronx,Chinese,40.86364881,-73.89423962
40364335,PETER LUGER STEAKHOUSE,Brooklyn,Steakhouse,40.7099798,-73.96251244
40364347,METROPOLITAN CLUB,Manhattan,American,40.76479552,-73.97230783
40364373,ISLE OF CAPRI,Manhattan,Italian,40.76270774,-73.96574958
40364389,OLD TOWN BAR,Manhattan,American,40.73759507,-73.98964721
40364439,SEVILLA,Manhattan,Spanish,40.73490838,-74.00297329
40364443,CRIMINAL COURT BLDG CAFETERIA,Manhattan,American,40.71607657,-74.0014249
40364449,GOTTSCHEER HALL,Queens,German,40.70664797,-73.90573574
40364467,NYAC MAIN DINING ROOM,Manhattan,American,40.76671822,-73.97873659
40364518,7B BAR,Manhattan,American,40.72498456,-73.98128265
40364531,CAFE ATELIER (ART STUDENTS LEAGUE),Manhattan,American,40.76588694,-73.98089567
40364572,DONOHUE'S STEAK HOUSE,Manhattan,Steakhouse,40.76551288,-73.96576979
40364581,JUNIOR'S,Brooklyn,American,40.69020015,-73.9816242
40364715,OLD HOMESTEAD,Manhattan,American,40.74137222,-74.00503776
40364744,NEW PARK PIZZERIA & RESTAURANT,Queens,Pizza,40.6631017,-73.84083793
40364858,DOUGLASTON CLUB,Queens,American,40.77632972,-73.75283544
40364956,THE NEW STARLING ATHLETIC CLUB OF THE BRONX,Bronx,American,40.83061012,-73.84964668
40365013,CRYSTAL ROOM,Staten Island,Italian,40.59281418,-74.07067712
40365075,MCSORLEY'S OLD ALE HOUSE,Manhattan,Irish,40.728584,-73.98953677
40365120,SOUTH SHORE SWIMMING CLUB,Staten Island,American,40.50806852,-74.22828215
40365166,CORNER BISTRO,Manhattan,American,40.73792485,-74.00386112
40365239,DORRIAN'S RED HAND RESTAURANT,Manhattan,Irish,40.77640497,-73.95280207
40365288,KEATS,Manhattan,American,40.75159837,-73.9708949
40365387,ARTURO'S,Manhattan,Italian,40.72723405,-74.00051594
40365499,YANKEE TAVERN,Bronx,American,40.82755786,-73.9251412
40365525,DONUT PUB,Manhattan,Donuts,40.73874834,-74.00014434
40365546,REBEN LUNCHEONETTE,Brooklyn,Spanish,40.70903995,-73.95915129
40365577,V & T PIZZERIA,Manhattan,Italian,40.80332942,-73.96361191
40365627,JAHN'S,Queens,American,40.74965337,-73.88507357
40365632,J&V FAMOUS PIZZA,Brooklyn,Pizza,40.61995673,-73.98935214
40365644,JOE ALLEN,Manhattan,American,40.7601789,-73.98888203
40365726,BARBETTA,Manhattan,Italian,0.0,0.0
40365784,GARGIULO'S RESTAURANT,Brooklyn,Italian,40.57655533,-73.98258432
40365789,PATSY'S ITALIAN RESTAURANT,Manhattan,Italian,40.7656182,-73.98239751
40365841,PARK SIDE,Queens,Italian,40.7437251,-73.85623838
40365844,LAVELLE'S ADMIRAL'S CLUB,Queens,American,40.75700231,-73.9148
40365871,NEARY'S PUB,Manhattan,American,40.75863939,-73.96374832
40365882,NEW YORK PIZZA SUPREMA,Manhattan,Pizza,40.75003195,-73.99504099
40365904,MEE SUM CAFE,Manhattan,Coffee/Tea,40.71486063,-73.99819997
40365938,NANCY'S RESTAURANT,Queens,American,40.7274127,-73.70962097
40365942,HOP KEE,Manhattan,Chinese,40.71436383,-73.99878436
40365968,NANCY WHISKEY PUB,Manhattan,American,40.72053946,-74.00501092
40365972,BLARNEY BAR,Queens,American,40.70180334,-73.80867561
40366002,MARGHERITA PIZZA,Queens,Pizza,40.70466771,-73.79682288
40366054,HEALY'S PUB,Queens,American,40.58173375,-73.83028283
40366109,FIFTH AVENUE BINGO,Brooklyn,American,40.67003759,-73.98559148
40366132,DENINO'S PIZZERIA TAVERN,Staten Island,Pizza,40.63002441,-74.14016887
40366154,MICHAEL'S RESTAURANT,Brooklyn,Italian,40.60741859,-73.94300363
40366222,KILLARNEY ROSE,Manhattan,Irish,40.70533871,-74.00869226
40366230,DON PEPPE,Queens,Italian,40.67025824,-73.82097608
40366356,BLARNEY CASTLE,Queens,American,40.56077579,-73.9117834
40366471,ROLL-N-ROASTER,Brooklyn,American,40.58386661,-73.93969006
40366473,TIO PEPE,Manhattan,Seafood,40.7320566,-74.00144328
40366487,BRENNAN & CARR,Brooklyn,American,40.60038588,-73.94189333
40366497,THE PUNCH BOWL,Bronx,American,40.88520606,-73.90057393
40366543,JARDIN DE CHINA REST,Queens,Chinese,40.7507548,-73.87036048
40366574,BLARNEY STONE,Manhattan,Irish,40.70652394,-74.01384656
40366652,FASCATI'S PIZZERIA,Brooklyn,Pizza,40.69844393,-73.99254562
40366711,LI GRECI'S STAATEN RESTAURANT,Staten Island,American,40.62947594,-74.11233734
40366716,SHUN LEE PALACE,Manhattan,Chinese,40.75937665,-73.96948371
40366742,TAMAQUA,Brooklyn,Bottled Beverages,40.59435177,-73.93015661
40366879,LA FUSTA RESTAURANT,Queens,Latin American,40.7447068,-73.88456967
40366928,RICHMOND COUNTY COUNTRY CLUB,Staten Island,American,40.5879359,-74.10407271
40366938,LULU'S COFFEE SHOP,Bronx,Coffee/Tea,40.83170704,-73.85099931
40366961,MITCHELL'S RESTAURANT,Brooklyn,Soul Food,40.67885037,-73.96841748
40367005,DA VINCI PIZZA,Brooklyn,Pizza,40.61897968,-73.99034286
40367038,MEXICO LINDO,Manhattan,Mexican,40.73964407,-73.97961494
40367161,MARINA DEL REY,Bronx,American,40.81453855,-73.81505544
40367189,KENN'S BROOME STREET BAR,Manhattan,American,40.72311686,-74.00312428
40367232,O'HANLONS,Queens,Irish,40.77494827,-73.9121196
40367240,CHARLIES SPORTS BAR,Queens,Bottled Beverages,40.74201053,-73.90448019
40367241,JG MELON RESTAURANT,Manhattan,American,40.7711925,-73.95953182
40367338,"TAP ROOM, GRAB & GO",Manhattan,American,40.76671822,-73.97873659
40367339,COCKTAIL ROOM (NYAC),Manhattan,American,40.76671822,-73.97873659
40367365,THE FLAME DINER,Manhattan,American,40.76843198,-73.98534267
40367373,JACKSON HOLE,Manhattan,Hamburgers,40.76430997,-73.96345643
40367377,ZUM STAMMTISCH,Queens,German,40.7018689,-73.88159658
40367442,BUDDY'S WONDER BAR,Staten Island,American,40.63675542,-74.13493705
40367728,MIMI'S,Manhattan,Italian,40.7562169,-73.96752881
40367749,LENNY'S CLAM BAR,Queens,Seafood,40.65555094,-73.83896749
40367752,GRIFFIS FACULTY CLUB,Manhattan,American,40.76415611,-73.95528359
40367789,DANI PIZZA AND RESTAURANT,Queens,Pizza,40.70886695,-73.83043401
40367790,MCDONALD'S,Brooklyn,Hamburgers,40.64872319,-73.95829825
40367841,CAFE FIORELLO,Manhattan,Italian,40.77151115,-73.98215045
40367860,L&B SPUMONI GARDENS,Brooklyn,Pizza,40.59439352,-73.981359
40367870,AMORE PIZZERIA & RESTAURANT,Queens,Pizza,40.76965881,-73.83469397
40368018,THE PATIO,Bronx,American,40.85053675,-73.88245508
40368021,ZOO BREWS-BRONX ZOO,Bronx,American,40.85053675,-73.88245508
40368022,GRIZZLY GROUNDS,Bronx,Coffee/Tea,40.85053675,-73.88245508
40368025,THE PECKING ORDER,Bronx,American,40.85053675,-73.88245508
40368026,SOMBA VILLAGE (BABOON CAFE),Bronx,African,40.85053675,-73.88245508
40368034,ROADHOUSE RESTAURANT,Staten Island,Italian,40.61336685,-74.10045673
40368207,MILL BASIN KOSHER DELI,Brooklyn,Jewish/Kosher,40.61531418,-73.91841052
40368223,OYSTER BAR,Manhattan,Seafood,40.75251382,-73.97730464
40368271,CHERRY TAVERN,Manhattan,Bottled Beverages,40.72599521,-73.9851969
40368291,COLONNADE DINER,Staten Island,American,40.58116391,-74.09854329
40368313,RED FLAME DINER,Manhattan,American,40.7556272,-73.98193815
40368318,MAGGIE'S PLACE,Manhattan,American,40.75615888,-73.97738641
40368338,BRADY'S BAR,Manhattan,American,40.77543362,-73.95353209
40368374,JIMMY'S CORNER,Manhattan,American,40.75661292,-73.984331
40368555,IL CORTILE,Manhattan,Italian,40.71789085,-73.9981061
40368577,DENNY'S PUB,Brooklyn,American,40.64293186,-73.97886988
40368581,MARIE'S CRISIS,Manhattan,American,40.73313525,-74.00328712
40368632,NEW PARKWAY RESTAURANT,Brooklyn,American,40.62019578,-74.00754646
40368752,RAOUL'S,Manhattan,French,40.72632003,-74.00203485
40368763,THE BROOK,Manhattan,American,40.75942659,-73.97154121
40368801,MARBELLA RESTAURANT,Queens,Latin American,40.76160163,-73.76075972
40368809,P.J.' S,Queens,American,40.72953723,-73.77996922
40368824,DOUBLES CLUB,Manhattan,American,40.76453215,-73.97280973
40368897,HATSUHANA,Manhattan,Japanese,40.75689169,-73.9771732
40369012,VALENTINO'S PIZZA,Queens,Italian,40.72852873,-73.81507497
40369016,VIAND COFFEE SHOP,Manhattan,Greek,40.76492405,-73.97041615
40369051,STEVE'S COFFEE SHOP,Queens,American,40.76174641,-73.80380277
40369158,JODY'S CLUB,Staten Island,American,40.63100906,-74.10189565
40369165,REIF'S TAVERN,Manhattan,American,40.78151114,-73.9485773
40369213,WHITESTONE LANES,Queens,American,40.77070865,-73.83372018
40369262,JOHN'S PIZZERIA,Queens,Pizza,40.73492185,-73.88201393
40369299,SEASHORE RESTAURANT,Bronx,Seafood,40.85411693,-73.79057359
40369418,CAFFE REGGIO,Manhattan,Italian,40.73020663,-74.00031751
40369461,CAFE UN DEUX TROIS,Manhattan,French,40.75648387,-73.9839773
40369482,ARMANDO'S PIZZA,Brooklyn,Pizza,40.64798374,-73.88192681
40369521,KNICKERBOCKER BAR & GRILL,Manhattan,Steakhouse,40.73196864,-73.99445059
40369608,THE RIVER CAFE,Brooklyn,American,40.70295918,-73.99433761
40369619,MUDVILLE9,Manhattan,American,40.71529947,-74.00879097
40369641,JOHNNY'S REEF RESTAURANT,Bronx,Seafood,40.83766442,-73.78289894
40369667,WHITE CASTLE,Brooklyn,Hamburgers,40.6634914,-73.93226465
40369669,WHITE CASTLE,Bronx,Hamburgers,40.86562407,-73.86225393
40369675,WHITE CASTLE,Queens,Hamburgers,40.74345059,-73.92132771
40369782,MCDONALD'S,Brooklyn,Hamburgers,40.6561812,-73.93084489
40369878,VILLA MOSCONI,Manhattan,Italian,40.7285378,-74.00173184
40369958,SPARKS STEAKHOUSE,Manhattan,Steakhouse,40.75309731,-73.97209616
40369983,THE DART SPORTS BAR,Queens,American,40.71527033,-73.80769891
40370015,BAMONTE'S,Brooklyn,Italian,40.71672774,-73.95134022
40370150,JOHN MULLIGAN'S FIRESIDE PUB,Bronx,American,40.89778438,-73.86721861
40370167,BURGER KING,Queens,Hamburgers,40.76185912,-73.75919934
40370168,EAR INN,Manhattan,American,40.72599304,-74.00930109
40370436,ROSSINI'S,Manhattan,Italian,40.74934943,-73.97894066
40370463,THREE GUY'S RESTAURANT,Manhattan,American,40.77397438,-73.96384104
40370507,THE PLAYERS,Manhattan,American,40.7377759,-73.98648252
40370766,SMITH & WOLLENSKY,Manhattan,American,40.75505127,-73.97087534
40370781,MCDONALD'S,Queens,Hamburgers,40.78061912,-73.80203901
40370856,OLIVE TREE CAFE & COMEDY CELLAR,Manhattan,American,40.73012978,-74.00038607
40370939,MANDUCATIS,Queens,Italian,40.74446803,-73.94890554
40371684,LIBERMAN'S LUNCHEONETTE,Brooklyn,Jewish/Kosher,40.63150355,-73.98500899
40371718,ZAFI'S LUNCHEONETTE,Manhattan,American,40.71473855,-73.98260579
40371727,LA PALINA RESTAURANT,Brooklyn,Italian,40.61077672,-73.97886929
40371805,TY'S,Manhattan,American,40.73319281,-74.00547734
40371906,MARINER INN,Brooklyn,American,40.60933941,-73.93197766
40371988,NORTH SHORE DINER,Queens,American,40.75784728,-73.78456423
40372112,GREEN HOUSE CAFE,Brooklyn,American,40.62982119,-74.02845014
40372196,MCDONALD'S,Bronx,Hamburgers,40.82757806,-73.82327208
40372262,LA RIPAILLE,Manhattan,French,40.73735386,-74.00574111
40372357,MARINA CAFE,Staten Island,Italian,40.54430093,-74.14090586
40372417,DON FILIPPO RESTAURANT,Manhattan,Italian,40.77464251,-73.95910728
40372422,BURGER KING,Queens,Hamburgers,40.73177314,-73.86656565
40372445,OMONIA CAFE,Queens,Greek,40.76147748,-73.92436023
40372466,"MURALS ON 54, RANDOLPH'S",Manhattan,American,40.76186522,-73.97733032
40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,Brooklyn,American,40.59810167,-73.9310133
40372596,TROPICAL HOUSE BAKING CO.,Brooklyn,Bakery Products/Desserts,40.66943476,-73.93383029
40372618,BURGER KING,Queens,Hamburgers,40.66793532,-73.78098428
40372631,YANKEE JZ PIZZA,Bronx,Pizza,40.82917833,-73.87570682
40372971,RACQUET & TENNIS CLUB,Manhattan,American,40.75879835,-73.97281208
40373113,ASTRO RESTAURANT,Manhattan,American,40.76313625,-73.97839841
40373118,GOLDEN DOVE DINER,Staten Island,American,40.55901275,-74.1694397
40373160,KORNER PIZZERIA,Brooklyn,Pizza,40.64337635,-73.97802655
40373462,VILLA BERULIA,Manhattan,Italian,40.74686575,-73.98082174
40373500,VICTOR'S CAFE,Manhattan,Latin American,40.76296148,-73.983853
40373597,PETE'S PIZZERIA & RESTAURANT,Brooklyn,Pizza,40.63124038,-74.02788872
40373669,BUBO,Manhattan,Mediterranean,40.74604728,-73.97786985
40373888,IL MULINO,Manhattan,Italian,40.72984432,-73.99896087
40373909,MCDONALD'S,Brooklyn,Hamburgers,40.64491615,-73.92158848
40373912,THE MALT HOUSE,Manhattan,American,40.72878759,-73.99935056
40373937,SHUN LEE,Manhattan,Chinese,40.7722739,-73.9803631
40374136,TONY'S PIER RESTAURANT,Bronx,Seafood,40.83765897,-73.78292064
40374192,ELIO'S,Manhattan,Italian,40.77670406,-73.95260688
40374266,KASTELI II,Manhattan,Irish,40.74880508,-73.99591088
40374277,THE MOLLY WEE PUB,Manhattan,Irish,40.74975474,-73.99522147
40374395,EL CARIBE,Brooklyn,Italian,40.60865231,-73.91428056
40374415,OMEN AZEN,Manhattan,Japanese,40.72582323,-74.00185083
40374834,CASA BELLA,Manhattan,Italian,40.71799515,-73.99803755
40374974,CHEZ NAPOLEON,Manhattan,French,40.76320356,-73.98827145
40375108,TURKEY'S NEST TAVERN,Brooklyn,American,40.72051696,-73.95485122
40375286,LA VILLA DE PIZZA & RESTAURANT,Queens,Pizza,40.66608921,-73.85195825
40375369,OZONE PIZZERIA,Queens,Pizza,40.68068177,-73.84263818
40375616,ARTURO'S,Manhattan,Italian,40.77545297,-73.94747716
40375699,GENE'S RESTURANT,Manhattan,Italian,40.73493583,-73.99718548
40375929,VILLA FIORITA,Brooklyn,Italian,40.61204673,-73.99734556
40376077,FONTANA FAMOUS PIZZA & GYRO,Queens,Greek,40.75771554,-73.78310999
40376142,LUSARDI'S RESTAURANT,Manhattan,Italian,40.7725058,-73.95564623
40376204,PORTOFINO,Queens,Italian,40.71874857,-73.84029328
40376290,KING'S ARMS RESTAURANT,Staten Island,American,40.63043625,-74.10698897
40376352,BLUE NOTE JAZZ,Manhattan,American,40.73076382,-74.00079379
40376495,MARCO POLO RISTORANTE,Brooklyn,Italian,40.68228287,-73.99592218
40376496,THE MONSTER,Manhattan,American,40.733407,-74.00242837
40376583,WAR MEMORIAL ICE SKATING RINK,Staten Island,American,0.0,0.0
40376635,TRIPOLI / SWALLOW CAFE,Brooklyn,Mediterranean,40.69030305,-73.99464519
40376718,PJ BERNSTEIN DELI & RESTAURANT,Manhattan,Sandwiches,40.76861307,-73.96140347
40376735,PJ CARNEY'S,Manhattan,Irish,40.76573855,-73.9798849
40377124,JP'S RESTAURANT,Bronx,Seafood,40.85725113,-73.79041547
40377243,JOHN & JOE PIZZERIA & RESTAURANT,Bronx,Pizza,40.85446555,-73.865892
40377262,SUNSET PIZZERIA,Staten Island,Pizza,40.54235092,-74.20823691
40377294,MCDONALD'S,Queens,Hamburgers,40.7017391,-73.88083222
40377325,JACKSON HOLE,Manhattan,Hamburgers,40.74622292,-73.97773987
40377385,NAPOLI PIZZA,Queens,Pizza,40.73307344,-73.8047535
40377506,VESUVIO RESTAURANT & PIZZA,Brooklyn,Pizza,40.63271448,-74.02726606
40377560,HOT POT,Queens,Caribbean,40.67662651,-73.74199059
40377630,JOHN'S COFFEE SHOP,Manhattan,American,40.75102757,-73.97133909
40377789,CAFE LUXEMBOURG,Manhattan,French,40.77746465,-73.98301541
40378035,"DUNKIN', BASKIN ROBBINS",Queens,Donuts,40.73939635,-73.81574116
40378190,NARITA JAPANESE RESTAURANT,Queens,Japanese,40.72098186,-73.84561273
40378212,CUCHIFRITOS,Manhattan,Spanish,40.79828609,-73.94086392
40378571,IL CANTINORI,Manhattan,Italian,40.73240224,-73.99307222
40378579,ANDREW'S NYC DINER,Manhattan,American,40.75174161,-73.99005646
40378827,KOSHER HUT OF BROOKLYN,Brooklyn,Jewish/Kosher,40.60619789,-73.96543763
40378874,TERRA BLUES,Manhattan,American,40.72826883,-73.99935778
40379026,FLAMINGO,Queens,Latin American,40.74793365,-73.88091529
40379149,MONTE'S TRATTORIA,Manhattan,Italian,40.72944359,-74.00096335
40379566,LONDON LENNIES,Queens,Seafood,40.72219743,-73.8672451
40379580,COOPER TOWN DINER,Manhattan,American,40.73475296,-73.97994841
40379628,HASAKI,Manhattan,Japanese,0.0,0.0
40379662,MEZZALUNA,Manhattan,Italian,40.77128305,-73.95946678
40379746,RESTUARANT NIPPON,Manhattan,Japanese,40.75751058,-73.97088148
40379890,O'HARA'S,Manhattan,American,40.70963664,-74.01271101
40379920,E.A.T. CAFE,Manhattan,American,40.77737158,-73.96136588
40380164,CUCHIFRITOS,Bronx,Spanish,0.0,0.0
40380182,CLUB 101,Manhattan,American,40.75098522,-73.97848538
40380422,CARLO'S PIZZERIA,Queens,Pizza,40.71282521,-73.87819353
40380432,THE BITTER END,Manhattan,American,40.72821942,-73.99925675
40380457,ARRIBA ARRIBA,Manhattan,Mexican,40.76419718,-73.98841568
40380464,GEIDO,Brooklyn,Japanese,40.67779203,-73.97289931
40380517,BARNEY GREENGRASS,Manhattan,Jewish/Kosher,40.78782461,-73.9748947
40380520,ANNAM BRAHAM RESTAURANT,Queens,Indian,40.71335811,-73.80177422
40380592,MONTERO BAR & GRILL,Brooklyn,American,40.69124736,-73.99798786
40380628,PISA PIZZERIA,Queens,Pizza,40.7013129,-73.88825524
40380657,PETE'S CLAM STOP,Brooklyn,American,40.57552867,-73.98185025
40380660,BURRITO LOCO,Manhattan,Mexican,40.73201268,-74.00140359
40380826,FIT CAFETERIA (David Dubinsky Student Center),Manhattan,American,40.74711976,-73.99499068
40380996,SMILING PIZZA,Brooklyn,Pizza,40.66706165,-73.98141432
40381551,CLARK'S,Brooklyn,American,40.69751075,-73.99325978
40381720,MISS LILY'S 7A,Manhattan,Caribbean,40.72596206,-73.98360945
40382057,DYKER BEACH GOLF (GRILL ROOM),Brooklyn,American,40.61771574,-74.01999468
40382652,TOMMY'S PIZZA,Bronx,Pizza,40.81955991,-73.81753076
40382802,PARNELL'S PUB,Manhattan,Irish,40.7562384,-73.96595866
40383003,COBBLESTONE PUB,Queens,American,40.71531199,-73.83250978
40383044,PIZZA WAGON,Brooklyn,Pizza,40.62136502,-74.02632843
40383067,RUSSIAN TURKISH BATHS,Manhattan,Russian,40.72834449,-73.98345372
40383147,IL TOSCANO RISTORANTE,Queens,Italian,40.76823714,-73.74857669
40383281,GABY'S PIZZA,Queens,Pizza,40.72042481,-73.76089006
40383284,VERDI RESTAURANT,Queens,Italian,40.7870351,-73.81442795
40383464,LE BERNARDIN,Manhattan,French,40.76132806,-73.98187523
40383511,BRANDY'S PIANO BAR,Manhattan,American,40.77713558,-73.95406166
40383609,REAL MADRID RESTAURANT,Staten Island,Spanish,40.62628974,-74.15836786
40383737,CANLON'S RESTAURANT,Staten Island,Italian,40.56512856,-74.12670451
40383819,LAST STOP (AI & JI) RESTAURANT,Bronx,American,40.88969981,-73.89816202
40383825,RUSSIAN SAMOVAR,Manhattan,Russian,40.76310426,-73.9841923
40384036,MCDONALD'S,Brooklyn,Hamburgers,40.65766982,-73.88993248
40384188,LA MELA,Manhattan,Italian,40.71991098,-73.99707789
40384340,FRIEND OF A FARMER,Manhattan,American,40.73690034,-73.98664868
40384458,DREAM PIZZA,Queens,Pizza,40.75034006,-73.87011225
40384528,VESELKA,Manhattan,Eastern European,40.72908607,-73.98730331
40384575,WHITE CASTLE,Brooklyn,Hamburgers,40.65585423,-73.88859837
40384662,J.R. PIZZERIA,Brooklyn,Pizza,40.61035512,-73.95438577
40384671,CHEZ JOSEPHINE,Manhattan,French,40.75870531,-73.99332576
40384920,VICTORY SWEET SHOP,Queens,Bakery Products/Desserts,40.77350728,-73.90523636
40385057,CAPPUCCINO CAFE,Brooklyn,American,40.62979923,-74.02845734
40385157,PANGEA,Manhattan,Mediterranean,40.73057635,-73.98621698
40385161,AUTOMATIC SLIM'S,Manhattan,American,40.73629971,-74.00829218
40385580,LATTANZI,Manhattan,Italian,40.76048637,-73.98956061
40385584,PIZZA GARDEN,Queens,Pizza,40.75804875,-73.79567039
40385587,ISLAND,Manhattan,Seafood,40.78495333,-73.95580762
40385680,EASTWOOD MANOR,Bronx,American,40.87646993,-73.84606753
40385693,"SALUMERIA BEILLESE, BIRICCHINO REST",Manhattan,Italian,40.7489478,-73.9958062
40385774,PARK PLAZA,Brooklyn,American,40.69784549,-73.99143494
40385852,SAM'S PLACE,Manhattan,Italian,40.74942869,-73.97720103
40385873,RAY'S PIZZA,Manhattan,Pizza,40.76324661,-73.98167255
40385885,HUNTER'S STEAK & ALE HOUSE,Brooklyn,Steakhouse,40.61656874,-74.03090459
40385955,LJUBO'S PIZZERIA,Bronx,Pizza,40.84043333,-73.84331417
40386001,PRIMOLA,Manhattan,Italian,40.76393069,-73.96190436
40386058,ARIRANG HIBACHI STEAK HOUSE,Staten Island,Japanese,40.54937183,-74.15068239
40386067,COUNTRY DONUTS,Staten Island,Donuts,40.54522167,-74.16078
40386147,JACK'S FIRE DEPARTMENT,Queens,American,40.7472705,-73.9242068
40386278,VENICE PIZZA,Bronx,Pizza,40.83676247,-73.85718579
40386303,PIZZA PLUS,Brooklyn,Pizza,40.6659584,-73.98234101
40386425,TASTY'S,Queens,American,40.70047677,-73.90134098
40386528,ERIN'S ISLE,Queens,Italian,40.78687046,-73.80778381
40386556,WESTSIDE RESTAURANT,Manhattan,American,40.77641053,-73.98212385
40386569,SAL & CARMINE PIZZA,Manhattan,Pizza,40.79822582,-73.96918411
40386570,CUBBYHOLE,Manhattan,American,40.73756529,-74.00355076
40386612,WHITE CASTLE,Queens,Hamburgers,40.76013566,-73.77003121
40386619,PERIYALI,Manhattan,Greek,40.74020555,-73.99220533
40386646,CLUB METROPOLITAN,Manhattan,American,40.76514556,-73.97919918
40386672,FRANK'S SOUP BOWL,Bronx,Caribbean,40.8773023,-73.85949225
40386675,COPPER KETTLE,Queens,American,40.74608854,-73.91400199
40386722,SAN REMO PIZZERIA,Queens,Pizza,40.70013494,-73.90612006
40386747,ARNO RISTORANTE,Manhattan,Italian,40.7530726,-73.98772823
40386837,WHITE CASTLE,Brooklyn,Hamburgers,40.67900429,-73.88099919
40386976,LUPE'S EAST L.A. KITCHEN,Manhattan,Mexican,40.72367948,-74.00471893
40386999,DUE,Manhattan,Italian,40.77456218,-73.95709989
40387027,LA CASA DEL POLLO,Queens,Peruvian,40.74814312,-73.8791212
40387143,WHITE CASTLE,Bronx,Hamburgers,40.82481418,-73.87073233
40387162,DA UMBERTO,Manhattan,Italian,40.73948387,-73.99594754
40387178,WHITE CASTLE,Bronx,Hamburgers,40.85918136,-73.88661883
40387243,JIMMY MAX RESTAURANT,Staten Island,American,40.61613757,-74.13870243
40387277,PECULIAR PUB,Manhattan,American,40.72817002,-73.99915573
40387418,TAL BAGELS DELI,Manhattan,Bagels/Pretzels,0.0,0.0
40387754,TRATTORIA DELL'ARTE,Manhattan,Italian,40.76541471,-73.98011965
40387825,GREEN PAVILION,Brooklyn,American,40.63115897,-73.97625805
40387861,WESTWAY DINER,Manhattan,American,40.75947923,-73.99184932
40388091,MASAWA,Manhattan,Ethiopian,40.80989871,-73.95878571
40388194,SOUNDS OF BRAZIL (SOB'S),Manhattan,Brazilian,40.72834007,-74.00534345
40388218,WALKER'S,Manhattan,American,40.71979003,-74.00707437
40388253,THE PIZZA PLACE,Bronx,Pizza,40.84046578,-73.85550809
40388260,AMNON KOSHER PIZZA,Brooklyn,Jewish/Kosher,40.63544025,-73.99169519
40388269,WHITE CASTLE,Bronx,Hamburgers,40.88001579,-73.84178125
40388321,COWGIRL,Manhattan,Tex-Mex,40.73384053,-74.00628565
40388419,FAMOUS FAMIGLIA PIZZERIA,Manhattan,Pizza,40.80477671,-73.96625883
40388578,DIVE BAR,Manhattan,American,40.79383183,-73.97053688
40388639,GLENDALE PIZZA,Queens,Pizza,40.70171998,-73.88359127
40388640,THE CORNELL CENTER OF NEW YORK,Manhattan,American,40.75459752,-73.97953816
40388672,NECTAR RESTAURANT,Manhattan,American,40.77812894,-73.960813
40388784,2A / BERLIN / OLD FLINGS,Manhattan,American,40.72290194,-73.98583616
40388787,SETTE MEZZO,Manhattan,Italian,40.76932723,-73.96298794
40388818,YAMA,Manhattan,Japanese,40.73600018,-73.98772056
40388823,CHADWICK'S,Brooklyn,American,40.62183575,-74.03173555
40388901,EL CASTILLO DE JAGUA,Manhattan,Caribbean,40.71989664,-73.98781012
40388935,SAKE BAR DECIBEL,Manhattan,Japanese,40.72955551,-73.9881439
40389114,SACCO PIZZA,Manhattan,Pizza,40.76606072,-73.98707963
40389243,DA TOMMASO RISTORANTE,Manhattan,Italian,40.76455078,-73.9844627
40389356,TOM'S RESTAURANT,Manhattan,American,40.80549019,-73.96572025
40389455,TOWNHOUSE OF NY,Manhattan,American,40.76050379,-73.96607559
40389701,ROSA'S PIZZA,Queens,Pizza,40.72743895,-73.89548128
40389732,GIANDO,Brooklyn,Italian,40.71033295,-73.96853236
40389807,CHAMP GOURMET,Manhattan,American,40.70617289,-74.01124959
40389819,AUSTIN HOUSE,Queens,American,40.7192153,-73.84236287
