restaurant_id,DBA,BORO,CUISINE DESCRIPTION,Latitude,Longitude
40634891,ARLENE'S GROCERY,Manhattan,American,40.72135965,-73.98823916
40634937,MALATESTA TRATTORIA,Manhattan,Italian,40.73274796,-74.00861286
40635366,THE LIBRARY,Manhattan,American,40.72253966,-73.9860996
40635454,THE LOWELL,Manhattan,American,40.76596952,-73.96933628
40635781,CARAVAN OF DREAMS,Manhattan,Vegetarian,40.72623133,-73.98576329
40635976,LATIN BAKERY,Queens,Latin American,40.75711233,-73.82896074
40637864,PAM'S BAKERY,Brooklyn,Bakery Products/Desserts,40.65156085,-73.93398503
40639085,JEAN DANET FRENCH PASTRY,Brooklyn,Bakery Products/Desserts,40.62921861,-74.02275775
40639261,104-01 FOSTER AVENUE COFFEE SHOP(UPS),Brooklyn,Coffee/Tea,40.65151219,-73.90077579
40640493,BURGER KING,Brooklyn,Hamburgers,40.67589789,-73.86665985
40640688,SPIRIT OF NEW JERSEY,Manhattan,American,40.74837117,-74.00844527
40641437,MARUZZELLA,Manhattan,Italian,40.77124236,-73.95349531
40642602,THE FOOD HUT,Queens,Caribbean,40.67444679,-73.80260052
40643163,SHADE,Manhattan,American,40.72981962,-73.99954899
40643227,MCDONALD'S,Queens,Hamburgers,40.70251791,-73.81424575
40643680,KENT THEATER,Brooklyn,American,40.62907035,-73.96600216
40643682,TILE BAR,Manhattan,American,40.72706298,-73.98568013
40644352,SOLAS,Manhattan,Bottled Beverages,40.72959669,-73.9882377
40645039,TOWNHOUSE DINER,Manhattan,American,40.74708402,-73.97418109
40645249,KIDS 'N' ACTION,Brooklyn,Jewish/Kosher,40.62507924,-73.97606208
40645260,DUNKIN,Queens,American,40.74831411,-73.87730552
40645559,BAYRIDGE PIZZA,Brooklyn,Pizza,40.62783787,-74.02332287
40647906,TERRACE ON THE PARK,Queens,American,40.74402688,-73.85180966
40648876,WESTSIDE TAVERN,Manhattan,American,40.74597256,-74.00013714
40649377,CANALETTO RISTORANTE,Manhattan,Italian,40.76196937,-73.96567054
40649463,LA BOINA ROJA,Queens,Steakhouse,40.74956634,-73.88588217
40651300,ELIA,Brooklyn,Greek,40.62329066,-74.03111665
40652017,PIZZA D'AMORE,Brooklyn,Pizza,40.59522121,-74.00077057
40653417,STARBUCKS,Manhattan,Coffee/Tea,40.74512368,-73.9869574
40653513,IHAWAN,Queens,Filipino,40.7460813,-73.89536531
40653926,LOS GIRASOLES RESTAURANT,Bronx,Mexican,40.86292267,-73.88968907
40654318,BATEAUX NEW YORK,Manhattan,American,0.0,0.0
40654823,BLONDIES,Manhattan,American,40.78337617,-73.9789118
40656139,TRIBECA ROOFTOP (10 DESBROSSES STREET),Manhattan,American,40.72388789,-74.00819682
40656594,RIVERDALE STEAK HOUSE,Bronx,Steakhouse,40.90671944,-73.90412317
40659101,LUCKY HOUSE CHINESE KITCHEN,Brooklyn,Chinese,0.0,0.0
40659197,OFF THE WAGON,Manhattan,American,40.72975924,-74.00069997
40659211,NOSH! - COURTYARD BY MARRIOTT,Manhattan,American,40.75387385,-73.98584759
40659758,ROTI BOTI,Queens,Pakistani,40.77196361,-73.92612458
40661017,HAIRO'S,Queens,Latin American,40.74755596,-73.88466577
40661290,AL DI LA TRATTORIA,Brooklyn,Italian,40.67523832,-73.98127143
40662141,J AND D PIZZA,Queens,Pizza,40.73239929,-73.85771342
40662196,LUCIEN,Manhattan,French,40.72340725,-73.98831095
40662349,SANFORDS,Queens,New American,40.7622608,-73.92599099
40662495,JOE'S PUB / THE LIBRARY AT THE PUBLIC,Manhattan,New American,40.72892456,-73.99221748
40663950,FOOD FOR THOUGHT CATERED EVENTS,Manhattan,American,40.74460819,-73.99290854
40664052,SOHO CIGAR BAR,Manhattan,American,40.72357794,-74.00451689
40664304,SOTTO VOCE,Brooklyn,Italian,40.67003108,-73.97894057
40664744,STARBUCKS,Manhattan,Coffee/Tea,40.74403358,-73.9835689
40665065,DANIEL,Manhattan,French,40.76702863,-73.96797117
40665359,VIC'S,Manhattan,Italian,40.72695387,-73.99298259
40666003,YESHIVA UNIVERSITY - KUSHNER DINING HALL,Manhattan,Jewish/Kosher,40.74666515,-73.97951534
40666094,MIDWAY CINEMAS,Queens,American,40.72111591,-73.84326026
40667358,COPPOLA'S,Manhattan,Italian,40.74153548,-73.98118055
40667588,DEFONTE'S SANDWICH SHOP,Brooklyn,American,40.67900555,-74.00558464
40668464,TURKISH CUISINE,Manhattan,Turkish,40.76003914,-73.99146662
40668681,CASCARINO'S,Queens,Italian,40.79339844,-73.80834996
40669394,FEROZA'S ROTI BAR,Bronx,Caribbean,40.87141496,-73.86649045
40669697,LE MONDE,Manhattan,French,40.80556977,-73.96568409
40671821,DAGAN PIZZA & DAIRY RESTAURANT,Brooklyn,Jewish/Kosher,40.6314322,-73.98510988
40672603,FAILTE,Manhattan,Irish,40.74194661,-73.97793256
40673089,SEAN OG,Queens,American,40.74505983,-73.90432062
40673117,10TH AVENUE PIZZA & CAFE,Manhattan,Pizza,40.74881883,-74.00333482
40674404,MARKET RESTAURANT (C-D BLOCK),Bronx,American,40.80762192,-73.87147025
40674475,JOHN'S PIZZERIA,Manhattan,Pizza,40.73169151,-74.00328344
40674838,HI LIFE,Manhattan,American,40.78558524,-73.97653499
40675225,BEHAN'S PUB,Bronx,Irish,40.89858054,-73.86738702
40675892,DINER,Brooklyn,New American,40.71051055,-73.96573682
40675977,OSTERIA SERAFINA,Manhattan,Italian,40.76281362,-73.97155059
40676022,TACOS MEXICO,Queens,Mexican,40.74838636,-73.86350422
40676550,THE BLACK SHEEP,Manhattan,Irish,40.74842115,-73.97614752
40676884,NEW DYKER RESTAURANT,Brooklyn,American,40.60770449,-74.00206363
40677036,LE ZIE TRATTORIA,Manhattan,Italian,40.74236864,-73.9969109
40677553,MERCURY BAR,Manhattan,American,40.76081311,-73.99089978
40678235,BOURBON STREET,Queens,American,40.7640988,-73.77125208
40678995,TANDOORI FOOD & BAKERY,Queens,Jewish/Kosher,40.73255982,-73.8565837
40679229,AMARANTH,Manhattan,Mediterranean,40.76561298,-73.97037974
40679269,DOLLY VARDEN,Manhattan,American,40.76303038,-73.98595755
40679327,THE GREAT ROOM,Brooklyn,American,40.69359088,-73.988904
40680918,ELI'S TABLE,Manhattan,American,40.7750506,-73.95671685
40681290,L & M ITALIAN DELI & CATERING,Queens,Sandwiches,40.75624408,-73.93002953
40682609,VIA BRASIL,Manhattan,Brazilian,0.0,0.0
40684066,POPEYES,Brooklyn,Chicken,40.66325233,-73.96120875
40685734,TOAST,Manhattan,American,40.81455941,-73.9591224
40685858,DEL FRISCO'S DOUBLE EAGLE STEAKHOUSE,Manhattan,Steakhouse,40.75909387,-73.98213574
40686067,MCDONALD'S,Brooklyn,Hamburgers,40.72222317,-73.94055648
40686672,PERKINS RESTAURANT & BAKERY,Staten Island,American,40.59424704,-74.08655065
40687209,VIA QUADRONNO,Manhattan,Italian,40.77268209,-73.96544837
40687217,MICHELLE'S COCKTAIL LOUNGE,Brooklyn,Caribbean,40.64767647,-73.95573313
40689434,FELLA'S BAR,Bronx,American,40.85255586,-73.7894471
40689838,SMOKE,Manhattan,American,40.80111295,-73.96791136
40690297,THOMASINA'S CATERING HALL,Queens,American,40.6958951,-73.74700415
40690899,THE ICE BOX-RALPH'S FAMOUS ITALIAN ICES,Queens,Frozen Desserts,40.74900508,-73.70822358
40691110,SAMMY'S FISHBOX,Bronx,Seafood,40.83898288,-73.78342227
40691569,PERSHING SQUARE CAFE,Manhattan,American,40.75212964,-73.9777415
40692073,MEZCAL'S,Brooklyn,Mexican,40.67599192,-73.99897253
40692209,DUNKIN,Queens,Donuts,40.72093128,-73.85523432
40692361,ANDREW'S COFFEE SHOP,Brooklyn,American,40.6464132,-73.97076799
40692741,DELIGHT DONUT,Queens,American,40.70620385,-73.8967843
40692961,BAMBOO GARDEN RESTAURANT,Brooklyn,Fusion,40.63775725,-73.89671763
40693095,SNACK BAR (LOCATED BETWEEN A-B BETWEEN FANCY FOOD AND MASTERS),Bronx,American,40.80762192,-73.87147025
40693544,BELASCO THEATRE,Manhattan,American,40.75638777,-73.98374992
40693546,LONGACRE THEATRE,Manhattan,American,40.76035143,-73.98542748
40693952,J.R'S CABARET,Bronx,American,40.88882653,-73.8285012
40694122,TRACKSIDE,Queens,American,40.67677785,-73.8232334
40694187,GARY AND GINO'S,Bronx,Pizza,40.88673808,-73.87822808
40694764,MANNY'S GRILL,Brooklyn,American,40.71396247,-73.9325306
40695260,KEW GARDENS CINEMAS,Queens,American,40.70919279,-73.82989574
40697311,STARBUCKS,Manhattan,Coffee/Tea,40.75265035,-73.99310981
40698274,POLPETTE 71,Manhattan,Italian,40.77643463,-73.97859267
40698410,ROCKY'S & NICKY'S PIZZERIA,Brooklyn,Pizza,40.6376541,-74.0311558
40698788,JUICE GENERATION,Manhattan,"Juice, Smoothies, Fruit Salads",40.76052767,-73.99108392
40698807,MAMA MIA 44 SW,Manhattan,Italian,40.75963293,-73.99176266
40698823,UNION CAFE,Brooklyn,American,40.6781346,-73.98493357
40698840,GALICIA,Queens,Latin American,40.75565811,-73.88428352
40699061,I.O. CAFE,Queens,Eastern European,40.70470467,-73.90244557
40700664,PHO BANG,Manhattan,Southeast Asian,40.71943062,-73.99633837
40700724,SCALINI FEDELI,Manhattan,Italian,40.71727567,-74.00914475
40701165,NEW HING RESTAURANT,Bronx,Chinese,40.84845678,-73.91405709
40701605,BAHARI ESTIATORIO,Queens,Greek,40.76186504,-73.92519005
40703670,GHANDI CAFE,Manhattan,Indian,40.73187815,-74.00336283
40703714,PALM RESTAURANT,Manhattan,Steakhouse,40.76182257,-73.98503369
40703739,JOSIE WOOD'S PUB,Manhattan,American,40.73003357,-73.99417293
40703791,STARBUCKS,Manhattan,Coffee/Tea,40.75926055,-73.97784378
40703795,STARBUCKS,Manhattan,Coffee/Tea,40.76946947,-73.98512222
40703837,STARBUCKS,Manhattan,Coffee/Tea,40.71555196,-74.00919141
40704305,LA DOLCE ITALIA BAKERY,Queens,Bakery Products/Desserts,40.71009454,-73.84855972
40705411,LINDENWOOD DINER,Brooklyn,American,40.6701154,-73.85814961
40705438,EMILIA'S RESTAURANT,Bronx,Italian,40.85412495,-73.88880362
40705931,FAMILY MEAL AT BLUE HILL,Manhattan,American,40.73189192,-73.99964279
40705983,MI PUEBLITO COMIDA TIPICA MEXICANA,Bronx,Mexican,40.83495077,-73.91899299
40707194,MICHAEL'S RESTAURANT,Queens,American,40.76112563,-73.92357009
40708213,DELIAS LOUNGE CAFE,Brooklyn,American,40.61877771,-74.03298401
40708523,IL POSTO ACCANTO,Manhattan,Italian,40.72235826,-73.98423086
40708598,NO PARTNERS,Queens,American,40.77845651,-73.90916137
40709458,PAN FINO CAFE BAKERY,Queens,Latin American,40.75586759,-73.88244231
40709941,PEPOLINO,Manhattan,Italian,40.72099235,-74.00490273
40710411,DONATO'S PIZZERIA,Queens,Pizza,40.74883261,-73.9130745
40710951,LENFEST CAFE - JEROME GREEN HALL,Manhattan,Coffee/Tea,40.80622379,-73.9596188
40711301,CHICKEN FESTIVAL,Queens,Peruvian,40.77671818,-73.91152511
40711561,MA SMITH'S DESSERT CAFE,Manhattan,Bakery Products/Desserts,0.0,0.0
40711788,CAFE 101,Brooklyn,Coffee/Tea,40.65437521,-73.94633309
40711820,DAGAN PIZZA,Brooklyn,Jewish/Kosher,40.61319881,-73.91215687
40712429,SAL Y PIMIENTA,Queens,Spanish,40.74754222,-73.88464775
40712781,LUPA OSTERIA ROMANA,Manhattan,Italian,40.72766773,-74.00029224
40714228,NEW SOLDIERS RESTAURANT,Brooklyn,Caribbean,40.6558344,-73.95012338
40714371,LE PETIT CAFE,Brooklyn,American,40.67669457,-73.99863724
40715360,STARBUCKS,Manhattan,Coffee/Tea,40.70848979,-74.00747715
40715362,STARBUCKS,Manhattan,Coffee/Tea,40.76363687,-73.98513436
40715364,STARBUCKS,Manhattan,Coffee/Tea,40.72734649,-73.99516175
40715365,STARBUCKS,Queens,Coffee/Tea,40.66178925,-73.84051308
40716007,THE BARBECUE PIT,Bronx,Barbecue,40.90539643,-73.89768567
40716092,TRIBECA PARK CAFE,Manhattan,Sandwiches,40.72000969,-74.0055917
40716141,RUMPUS ROOM,Manhattan,American,40.72284744,-73.98957014
40716299,CHUCK E. CHEESE,Staten Island,Pizza,40.60162137,-74.19297001
40716479,LIFFY II BAR,Manhattan,Irish,40.86915152,-73.91707102
40716489,ORSAY,Manhattan,French,40.77245824,-73.96070443
40717386,SHEEPSHEAD BAY YACHT CLUB,Brooklyn,American,40.58396637,-73.93636701
40717559,BILLIARD COMPANY,Queens,American,40.72043279,-73.84552021
40718547,DOSA HUTT,Queens,Indian,40.75289219,-73.81734232
40719059,PARK BAR,Manhattan,American,40.73649191,-73.99263517
40719552,LEXINGTON CANDY SHOP LUNCHEONETTE,Manhattan,American,40.77744691,-73.95708719
40719557,FAMILY CORNER,Queens,American,40.77765753,-73.90884112
40719669,GENNARO'S CATERING HALL,Brooklyn,Italian,40.62528483,-74.0022515
40719693,PROSPECT COFFEE SHOP,Bronx,American,40.82804213,-73.89814835
40719863,PAHAL ZAN MEDITERRANEAN,Queens,Jewish/Kosher,40.71978708,-73.84501305
40720280,THE HISTORIC OLD BERMUDA INN,Staten Island,American,40.55348515,-74.21784024
40720288,LE CHARLOT,Manhattan,French,40.76975104,-73.96661601
40720393,ANDREW'S DINER,Staten Island,American,40.53848791,-74.14920068
40720511,AMBROSINOS PIZZERIA,Staten Island,Pizza,40.56365626,-74.13251781
40720599,PEKING DUCK HOUSE,Manhattan,Chinese,40.71462733,-73.99880239
40720858,PIER SIXTY ONE-THE LIGHTHOUSE,Manhattan,American,0.0,0.0
40720911,ANOTHEROOM,Manhattan,American,40.71985323,-74.00579731
40721162,CONTINENTAL LUNCHEONETTE & DELI,Queens,Sandwiches,40.71009454,-73.84855972
40721728,THREE JOLLY PIGEONS,Brooklyn,Irish,40.63656303,-74.02571474
40722206,BLUE & GOLD BAR,Manhattan,American,40.7272909,-73.98648826
40722659,STARBUCKS,Manhattan,Coffee/Tea,40.75118773,-73.97548243
40723447,ADRIAN & ROCKY'S CATERING,Queens,American,40.67646993,-73.84365761
40723611,SISSY MCGINTY'S,Queens,Irish,40.76752637,-73.91202112
40723673,FAT BLACK PUSSY CAT,Manhattan,American,40.73073363,-74.00077214
40723910,MUNCHINETTE,Brooklyn,American,0.0,0.0
40724274,THE WHEELTAPPER,Manhattan,American,40.75244734,-73.97440278
40725853,EVODIO'S PLACE,Brooklyn,American,40.69122108,-73.96844405
40726517,HILLSTONE MANHATTAN,Manhattan,American,40.74248294,-73.98469522
40726984,BLUE SEA TAVERNA,Queens,Greek,40.7675726,-73.92286951
40727214,CHINANTLA RESTAURANT,Brooklyn,Mexican,40.69443165,-73.95743653
40727609,THE FULL SHILLING,Manhattan,Irish,40.70576147,-74.00771849
40727750,UTSAV FESTIVE INDIA RESTAURANT,Manhattan,Indian,40.75757876,-73.98212532
40727820,HOUSING WORKS FOOD,Manhattan,American,40.72448923,-73.99645354
40728353,UNIQUE LOUNGE,Staten Island,Irish,40.56172054,-74.19444146
40728858,VOL DE NUIT,Manhattan,French,40.73148295,-74.00053401
40729164,JULIUS',Manhattan,American,40.73443905,-74.00169952
40729264,PLAYWRIGHT IRISH PUB,Manhattan,Irish,40.74958097,-73.9852133
40729296,DINO'S PIZZERIA,Queens,Pizza,40.76229378,-73.92605954
40729439,COSITAS RICAS,Queens,Latin American,40.7473711,-73.88645978
40729582,UNITED GROCERY & DELI,Manhattan,Sandwiches,40.72245787,-74.00815696
40729796,JUICE FOR LIFE,Queens,"Juice, Smoothies, Fruit Salads",40.76589027,-73.78944778
40729819,GUASTAVINO'S,Manhattan,American,40.75942366,-73.96149545
40730140,ESTELLE,Brooklyn,American,40.59916416,-73.95324472
40730270,NOT JUST PIZZA,Brooklyn,Pizza,40.68035031,-73.94910989
40730585,DEUX AMIS,Manhattan,French,40.75484698,-73.9665441
40731158,FISH BAR,Manhattan,American,40.72732696,-73.99028381
40731374,PIZZA DEN,Brooklyn,Pizza,40.60764136,-74.00214286
40732501,TEQUILITA'S,Brooklyn,Mexican,40.64520564,-74.01387342
40732665,KATZ'S DELICATESSEN,Manhattan,Sandwiches,40.72250412,-73.98730096
40732696,GIACOMO FINE FOODS,Manhattan,Sandwiches,40.77943822,-73.98358901
40733080,"DUNKIN',' BASKIN ROBBINS",Brooklyn,Donuts,40.70406143,-73.91882445
40733334,JOHN'S DONUT & COFFEE SHOP,Brooklyn,American,40.6934217,-73.96605576
40734383,AVRA ESTIATORIO,Manhattan,Greek,40.75503527,-73.97277392
40734506,JOHN HUGHES KNIGHTS OF COLUMBUS CLUB,Brooklyn,American,40.61381635,-74.01350669
40734541,J & C SEAFOOD,Queens,Seafood,40.70059504,-73.76415321
40734589,THE GREEK KITCHEN,Manhattan,Greek,40.76968941,-73.98814756
40735129,JUICY LUCY,Manhattan,"Juice, Smoothies, Fruit Salads",40.72516615,-73.98419051
40735965,MESIVTA EITZ CHAIM,Brooklyn,Jewish/Kosher,40.63200592,-73.98559973
40736005,PETE'S CANDY STORE,Brooklyn,American,40.71809682,-73.95004414
40736135,STARBUCKS,Manhattan,Coffee/Tea,40.74852109,-73.98241288
40736137,STARBUCKS,Manhattan,Coffee/Tea,40.80695556,-73.96467193
40736385,MCDONALD'S,Brooklyn,Hamburgers,40.66974539,-73.86082518
40736836,SILVER STAR,Manhattan,American,40.7642051,-73.96170566
40737045,FISHERMAN'S COVE,Brooklyn,Caribbean,40.65012387,-73.96067946
40737436,BAR VELOCE,Manhattan,Italian,40.73047206,-73.98631442
40737677,HERO CHAMP,Brooklyn,American,40.65560353,-74.00635754
40737930,STARBUCKS,Manhattan,Coffee/Tea,40.75948472,-73.97361676
40737932,STARBUCKS,Manhattan,Coffee/Tea,40.76085011,-73.97971672
40737933,STARBUCKS,Queens,Coffee/Tea,40.75804347,-73.82940593
40738177,LA CABANA,Queens,Latin American,40.75045529,-73.86298745
40738920,GEORGE KEELEY,Manhattan,American,40.7859173,-73.97628932
40738973,CARIBBEAN SPORTS,Brooklyn,Latin American,40.71356328,-73.95902586
40739276,LATIN AMERICAN RESTAURANT,Manhattan,Latin American,40.74410841,-73.98975085
40739412,APPLEBEE'S,Manhattan,American,40.75673969,-73.98865882
40739444,DUNKIN,Queens,Donuts,40.71292613,-73.90679455
40739446,DUNKIN',Queens,Coffee/Tea,40.71115734,-73.85538188
40739883,CAFE CELLO DELI,Manhattan,American,40.75667548,-73.98059873
40740446,TERESA'S GOURMET,Bronx,Bakery Products/Desserts,40.83809328,-73.82878066
40741534,TAI PAN BAKERY,Queens,Bakery Products/Desserts,40.76116651,-73.83092124
40741728,WALLSE,Manhattan,German,0.0,0.0
40741900,GIORGIO'S OF GRAMERCY,Manhattan,Italian,40.73963163,-73.9890226
40742056,MR. CHOW,Manhattan,Chinese,40.75884815,-73.96424273
40743578,EL RUMBERO,Queens,Latin American,40.75557669,-73.88520047
40744131,ANTOJITOS MEXICANOS,Brooklyn,Mexican,40.70540167,-73.94289789
40744492,PRONTO PIZZA,Brooklyn,Pizza,40.60739391,-73.94305767
40745610,MILAN SPORTS BAR,Queens,Coffee/Tea,40.71275207,-73.87910988
40745618,BEDSTUY MIKE'S PIZZA,Brooklyn,Pizza,40.69565686,-73.94679378
40745870,MARATHON FOOD SHOP,Queens,Sandwiches,0.0,0.0
40746560,BOWLERO,Queens,American,40.7524752,-73.8968567
40747050,SAMARIA PIZZA,Queens,Pizza,40.76511053,-73.93148223
40747162,ISLAND SHORES FAMILY RESIDENCE SANCTUARY,Staten Island,American,0.0,0.0
40747192,NONIS COFFEE SHOP,Bronx,American,40.90732865,-73.90398119
40747820,HURLEY'S SALOON,Manhattan,Irish,40.7604338,-73.98562239
40748086,STARBUCKS,Manhattan,Coffee/Tea,40.73328074,-74.00279641
40748570,SPRINGFIELD DINER,Queens,American,40.68117121,-73.76464041
40748959,IONA,Brooklyn,American,40.71431874,-73.96088673
40750062,PANEANTICO BAKERY,Brooklyn,Bakery Products/Desserts,40.61951889,-74.0326782
40750262,MARRIOTT MARQUIS - Main Kitchen/5th Floor Emplyee Cafe,Manhattan,American,40.75825993,-73.98546765
40750264,TIMES SQUARE CAFE,Manhattan,American,40.75825993,-73.98546765
40750279,VIEW RESTAURANT,Manhattan,American,40.75825993,-73.98546765
40750324,MARRIOTT MARQUIS PASTRY SHOP,Manhattan,Bakery Products/Desserts,40.75825993,-73.98546765
40750343,VIEW LOUNGE,Manhattan,American,40.75825993,-73.98546765
40750451,THE COURTYARD ALE HOUSE,Queens,American,40.74376256,-73.92400149
40750766,ZARO'S FAMILY BAKERY,Manhattan,Bakery Products/Desserts,40.75000977,-73.99134519
40751057,THE WILD GOOSE,Queens,Irish,40.74479837,-73.91024681
40751835,THE ROXY HOTEL,Manhattan,American,40.71877184,-74.00466447
40751933,SIDO FALAFEL & MORE,Manhattan,Mediterranean,40.77771642,-73.97855615
40752293,AMERICAN COFFEE SHOP,Brooklyn,Latin American,40.70386653,-73.94128342
40752294,DALLAS BBQ,Manhattan,Barbecue,40.83965756,-73.9407728
40752437,SANPANINO,Manhattan,Sandwiches,40.73273164,-74.00644431
40755172,PETER MCMANUS CAFE,Manhattan,Irish,40.74177304,-73.99734758
40755766,EL POLLO PERUANO,Queens,Peruvian,40.74843813,-73.86319012
40756088,TRES CORONAS BAR,Queens,Mexican,40.74456033,-73.91121431
40756287,BARBARESCO,Manhattan,Italian,40.76547721,-73.96579508
40756606,BERGEN BAGELS,Brooklyn,Bagels/Pretzels,40.68081174,-73.97486664
40757375,BAHIA RESTAURANT & CAFE,Brooklyn,Latin American,40.71152899,-73.94493063
40757425,DA MIKELLE II,Queens,Jewish/Kosher,40.72547103,-73.85086614
40758427,LA COVACHA,Manhattan,Mexican,40.78093556,-73.97623332
40758684,JUICY LUCY'S,Manhattan,"Juice, Smoothies, Fruit Salads",40.7233771,-73.98870059
40759586,CAFFE BUON GUSTO,Manhattan,Italian,40.77256683,-73.9573503
40759924,ZUCKER'S BAGELS & SMOKED FISH,Manhattan,Bagels/Pretzels,40.74485818,-73.99878741
40759928,NINO'S PIZZA,Brooklyn,Pizza,40.61972203,-74.03259545
40759930,BELLA NAPOLI,Bronx,Pizza,40.90111009,-73.86180028
40759944,LUIGI'S PIZZERIA,Brooklyn,Pizza,40.66152949,-73.9932382
40760809,EL NUEVO AMANECER,Manhattan,Mexican,40.72100545,-73.98707758
40761108,MY MOTHER'S PLACE,Queens,Frozen Desserts,40.678908,-73.8343898
40761262,CIRCLE IN THE SQUARE THEATRE,Manhattan,American,40.76156716,-73.98396163
40762828,MEMO SHISH KEBAB,Brooklyn,Turkish,40.61017967,-73.95494053
40762853,GREAT N.Y. NOODLETOWN,Manhattan,Chinese,40.71497039,-73.99686167
40763376,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,Caribbean,40.68291416,-73.96425837
40763629,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,Caribbean,40.64033388,-73.94845951
40763786,THE BRAZEN HEAD,Brooklyn,American,0.0,0.0
40763806,RALPH'S II DELI,Queens,Sandwiches,40.76974617,-73.78917922
40763881,GNOCCO,Manhattan,Italian,40.72711712,-73.98049913
40765947,FOOTPRINTS CAFE,Brooklyn,Caribbean,40.64494877,-73.92112359
40781412,GAUDIO'S PIZZERIA,Queens,Pizza,40.76372686,-73.91463975
40781869,PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT,Queens,Pizza,40.78884126,-73.78609225
40782091,STARBUCKS,Queens,Coffee/Tea,40.76022973,-73.91798686
40782999,WENDY'S,Staten Island,Hamburgers,40.58836974,-74.16660894
40783014,CONVIVIUM OSTERIA,Brooklyn,Italian,40.68099341,-73.97736513
40783353,A SALT & BATTERY,Manhattan,English,40.73847384,-74.00222648
40783591,CINDY'S LUNCHEONETTE,Brooklyn,Latin American,40.60841495,-73.97293118
40783748,PHILLIES PIZZERIA II,Queens,Pizza,40.72206341,-73.88551456
40783903,ALICE,Manhattan,Italian,40.73705755,-73.99830041
40783967,AMPERSAND,Manhattan,New American,40.73857421,-73.98334291
40785023,SAHARA EAST,Manhattan,Middle Eastern,40.72951931,-73.98387196
40786218,MCDONALD'S,Queens,Hamburgers,40.78166298,-73.82997348
40786413,FLASH DANCERS,Manhattan,American,40.75949823,-73.98922868
40786907,BOSTON MARKET,Queens,Chicken,40.68550801,-73.85805905
40786914,BOSTON MARKET,Staten Island,American,40.6245253,-74.13670981
40787054,BOSTON MARKET,Queens,American,40.71983096,-73.84498409
40787908,KELLY'S TAVERN,Brooklyn,American,40.61733737,-74.03056997
40787990,STARBUCKS,Manhattan,Coffee/Tea,40.80745272,-73.94471369
40788085,STUDIO CAFE,Manhattan,Italian,40.74799239,-74.00849574
40788886,STARBUCKS,Manhattan,Coffee/Tea,40.74400703,-73.99198474
40788891,STARBUCKS,Manhattan,Coffee/Tea,40.78712107,-73.95424614
40790187,FERRIS BOOTH COMMONS - ALFRED LERNER HALL,Manhattan,American,40.80704062,-73.96458881
40790306,STARBUCKS,Queens,Coffee/Tea,40.78166298,-73.82997348
40790307,STARBUCKS,Manhattan,Coffee/Tea,40.75161005,-73.9738184
40791157,LA PIAZZA PIZZERIA & RESTAURANT,Staten Island,Pizza,40.61311163,-74.15863902
40792697,MESKEREM,Manhattan,Ethiopian,40.73004469,-74.00043297
40793030,UNION POOL,Brooklyn,American,40.71494382,-73.95175275
40793858,DANCING CRANE CAFE (BX ZOO),Bronx,American,40.85053675,-73.88245508
40794103,MCDONALD'S,Bronx,Hamburgers,40.82388526,-73.87460388
40794835,PIZZA PORT,Queens,Pizza,40.67026094,-73.82095084
40795021,TAO UPTOWN,Manhattan,Asian/Asian Fusion,40.76278616,-73.97148562
40796717,ANYWAY CAFE & BAR,Brooklyn,Russian,40.59505303,-73.95462311
40796758,PLYMOUTH CAFE,Brooklyn,American,40.69819142,-73.99267187
40797031,PICANTERIA EL AUSTRO,Queens,Latin American,40.74951437,-73.8833342
40798329,HUDSON HOUND,Manhattan,American,40.73615164,-74.0059106
40798504,AFRICANA RESTAURANT,Queens,African,40.6950026,-73.80589679
40798514,CRYSTAL PALACE,Queens,Jewish/Kosher,40.70820841,-73.81802791
40798773,PASIONES SPORTS BAR,Queens,Mexican,40.74600801,-73.89627488
40798872,METROPOLITAN,Brooklyn,American,40.71366096,-73.94931522
40799188,BREAKHOUSE CAFE,Brooklyn,Sandwiches,40.66914074,-73.99296346
40799384,LA PALAPA,Manhattan,Mexican,40.72783703,-73.98586397
40799593,SING SING KARAOKE,Manhattan,American,40.72505912,-73.9842699
40799991,SURF BAR,Brooklyn,Seafood,40.71759802,-73.95882496
40800483,STEP IN RESTAURANT & LOUNGE,Bronx,American,40.83393996,-73.86090681
40800557,MCDONALD'S,Manhattan,Hamburgers,40.70948593,-74.0102402
40801855,PLAYWRIGHT CELTIC PUB,Manhattan,Irish,40.76055161,-73.98399076
40803254,PALMA,Manhattan,Italian,40.73141157,-74.00213243
40803444,THE MANOR RESTAURANT,Staten Island,Italian,40.60423455,-74.12075409
40804049,KRISTY'S RESTAURANT,Bronx,Chinese,40.82271301,-73.91661967
40804423,LOCANDA VINI & OLII (LEWIS DRUG STORE),Brooklyn,Italian,40.68479665,-73.96292687
40806208,PAUL WEISS RIFKIN WHARTON,Manhattan,American,40.76074583,-73.97981783
40806615,CAFE RENAISSANCE,Brooklyn,Jewish/Kosher,40.6065105,-73.96446509
40806791,GINGER'S BAR,Brooklyn,American,40.67140709,-73.9844268
40807234,RICHMOND COUNTY COUNTRY CLUB - POOL SNACK BAR,Staten Island,American,40.5879359,-74.10407271
